ID,Name,pop,div
666,GRANVILLE,433,I
140,LAKESIDE,434,I
686,HAMILTON TOWNSHIP,437,I
214,BIG WALNUT,438,I
1320,ROCKY RIVER,438,I
1520,TALAWANDA,438,I
1750,ZANESVILLE,440,I
1528,TECUMSEH,442,I
608,FRANKLIN,444,I
902,LOUISVILLE,450,I
1348,ST FRANCIS DE SALES,453,I
1410,SHAW,453,I
978,MAX S. HAYES VOCATIONAL SCHOOL,457,I
146,AURORA,457,I
304,CANFIELD,464,I
360,CHARDON,466,I
926,MADISON COMPREHENSIVE,469,I
984,MCAULEY,469,I
1608,WAITE,474,I
1120,NORTH,476,I
1612,WALNUT RIDGE,476,I
1030,MIDVIEW,477,I
802,KENSTON,486,I
516,EDGEWOOD,488,I
422,COPLEY,492,I
690,MARION HARDING,492,I
868,LICKING HEIGHTS,497,I
292,BUTLER,500,I
1258,PIQUA,501,I
696,HARRISON,504,I
922,MADISON,504,I
1402,SETON,504,I
548,FAIRBORN,505,I
1719,WINTON WOODS,509,I
1736,WOOSTER,514,I
1422,SIDNEY,514,I
884,LITTLE MIAMI,518,I
872,LIMA SENIOR,521,I
1526,TEAYS VALLEY,532,I
138,ASHLAND,534,I
1476,SPRINGFIELD,534,I
1326,ROOSEVELT,536,I
1624,WASHINGTON,537,I
1078,MOUNT VERNON,537,I
710,HIGHLAND,538,I
1152,NORTH RIDGEVILLE,541,I
118,ANDERSON,541,I
1614,WALSH JESUIT,545,I
822,LAKE,549,I
1512,SYLVANIA SOUTHVIEW,553,I
302,CANAL WINCHESTER,554,I
1698,WHETSTONE,557,I
252,BRIGGS,562,I
1746,XENIA,566,I
1510,SYLVANIA NORTHVIEW,570,I
1204,OLMSTED FALLS,570,I
616,FREMONT ROSS,573,I
372,CLAY,576,I
646,GLEN ESTE,580,I
152,AVON LAKE,580,I
1741,WORTHINGTON KILBOURNE,581,I
1632,WATKINS MEMORIAL,582,I
1118,NORMANDY,586,I
810,KINGS,588,I
1484,STEBBINS,588,I
1588,VALLEY FORGE,592,I
528,ELLET,593,I
888,LOGAN,593,I
150,AVON,597,I
1116,NORDONIA,597,I
1140,NORTHLAND,606,I
1552,TROY,608,I
475,DUBLIN SCIOTO,609,I
1182,NOTRE DAME ACADEMY,610,I
1032,MIFFLIN,612,I
270,BRUSH,613,I
1684,WESTLAKE,613,I
224,BISHOP WATTERSON,614,I
483,EAST,620,I
980,MAYFIELD,624,I
1554,TURPIN,625,I
1312,RIVERSIDE,625,I
1146,NORTH OLMSTED,632,I
670,GREEN,634,I
1486,STEELE,636,I
1244,PERRY,648,I
610,FRANKLIN HEIGHTS,657,I
238,BOARDMAN,657,I
350,TWINSBURG,658,I
904,LOVELAND,661,I
730,HOOVER,669,I
1232,PARMA,677,I
1076,MOUNT NOTRE DAME,682,I
1380,ST URSULA ACADEMY,682,I
1582,URSULINE ACADEMY,684,I
248,BRECKSVILLE-BROADVIEW HTS,684,I
1672,WESTERVILLE NORTH,688,I
124,ANTHONY WAYNE,693,I
1606,WADSWORTH,693,I
244,BOWSHER,697,I
704,HAYES,713,I
1086,NEW ALBANY,716,I
682,GROVEPORT-MADISON,717,I
1248,PERRYSBURG,720,I
1366,ST JOSEPH ACADEMY,721,I
486,DUBLIN JEROME,728,I
592,FIRESTONE,729,I
1674,WESTERVILLE SOUTH,733,I
970,MARYSVILLE,740,I
444,CUYAHOGA FALLS,748,I
717,HILLIARD DARBY,756,I
713,HILLIARD BRADLEY,762,I
1274,PRINCETON,766,I
1142,NORTHMONT,772,I
1508,SYCAMORE,774,I
930,MAGNIFICAT,776,I
740,HUDSON,778,I
1154,NORTH ROYALTON,780,I
832,LAKEWOOD,790,I
148,AUSTINTOWN-FITCH,790,I
846,LEBANON,792,I
1738,THOMAS WORTHINGTON,805,I
586,FINDLAY,810,I
716,HILLIARD DAVIDSON,816,I
1020,MIAMISBURG,816,I
1254,PICKERINGTON HS CENTRAL,818,I
1202,OLENTANGY,837,I
1428,SOLON,841,I
1671,WESTERVILLE CENTRAL,841,I
838,LANCASTER,841,I
385,CLEVELAND HEIGHTS,844,I
1686,WESTLAND,844,I
345,CENTRAL CROSSING,845,I
1211,OLENTANGY ORANGE,849,I
1255,PICKERINGTON HS NORTH,858,I
540,EUCLID,858,I
396,COLERAIN,865,I
1572,UPPER ARLINGTON,870,I
1470,SPRINGBORO,906,I
680,GROVE CITY,906,I
650,GLENOAK,909,I
1408,SHAKER HEIGHTS,909,I
474,DUBLIN COFFMAN,912,I
1492,STOW-MUNROE FALLS,926,I
1610,WALNUT HILLS,945,I
1034,MILFORD,948,I
1203,OLENTANGY LIBERTY,952,I
550,FAIRFIELD,961,I
1290,REYNOLDSBURG,976,I
532,ELYRIA,1001,I
764,JACKSON,1008,I
200,BEREA-MIDPARK,1024,I
1704,WHITMER,1056,I
1498,STRONGSVILLE,1069,I
1006,MEDINA,1100,I
807,KETTERING FAIRMONT,1102,I
268,BRUNSWICK,1120,I
876,GAHANNA LINCOLN,1150,I
837,LAKOTA WEST,1153,I
178,BEAVERCREEK,1154,I
1188,OAK HILLS,1249,I
685,HAMILTON,1273,I
336,CENTERVILLE,1298,I
1016,MENTOR,1301,I
306,CANTON McKINLEY SENIOR,1305,I
836,LAKOTA EAST,1309,I
972,MASON,1728,I
